name,category,iconName,nodeId,assetPath,useTier,verification,notes
Utility Icons / S / strikethrough,Utility Icons,strikethrough,1518:29238,icon-assets/exported-svg/Utility Icons/S/strikethrough.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / success,Utility Icons,success,1518:29240,icon-assets/exported-svg/Utility Icons/S/success.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / summary,Utility Icons,summary,1518:29242,icon-assets/exported-svg/Utility Icons/S/summary.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / summarydetail,Utility Icons,summarydetail,1518:29244,icon-assets/exported-svg/Utility Icons/S/summarydetail.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / survey,Utility Icons,survey,1518:29246,icon-assets/exported-svg/Utility Icons/S/survey.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / switch,Utility Icons,switch,1518:29248,icon-assets/exported-svg/Utility Icons/S/switch.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / symbols,Utility Icons,symbols,1518:29250,icon-assets/exported-svg/Utility Icons/S/symbols.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / sync,Utility Icons,sync,1518:29252,icon-assets/exported-svg/Utility Icons/S/sync.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / S / system_and_global_variable,Utility Icons,system_and_global_variable,1518:29254,icon-assets/exported-svg/Utility Icons/S/system_and_global_variable.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / job_task_simple,Utility Icons,job_task_simple,,icon-assets/exported-svg/Utility Icons/T/job_task_simple.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / table,Utility Icons,table,1518:29256,icon-assets/exported-svg/Utility Icons/T/table.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / table_settings,Utility Icons,table_settings,1518:29360,icon-assets/exported-svg/Utility Icons/T/table_settings.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / tablet_landscape,Utility Icons,tablet_landscape,1518:29258,icon-assets/exported-svg/Utility Icons/T/tablet_landscape.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / tablet_portrait,Utility Icons,tablet_portrait,1518:29260,icon-assets/exported-svg/Utility Icons/T/tablet_portrait.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / tabset,Utility Icons,tabset,1518:29262,icon-assets/exported-svg/Utility Icons/T/tabset.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / target,Utility Icons,target,1518:29358,icon-assets/exported-svg/Utility Icons/T/target.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / task,Utility Icons,task,1518:29264,icon-assets/exported-svg/Utility Icons/T/task.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / text,Utility Icons,text,1518:29266,icon-assets/exported-svg/Utility Icons/T/text.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / text_background_color,Utility Icons,text_background_color,1518:29268,icon-assets/exported-svg/Utility Icons/T/text_background_color.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / text_color,Utility Icons,text_color,1518:29270,icon-assets/exported-svg/Utility Icons/T/text_color.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / text_template,Utility Icons,text_template,1518:29272,icon-assets/exported-svg/Utility Icons/T/text_template.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / textarea,Utility Icons,textarea,1518:29274,icon-assets/exported-svg/Utility Icons/T/textarea.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / textbox,Utility Icons,textbox,1518:29276,icon-assets/exported-svg/Utility Icons/T/textbox.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / threedots,Utility Icons,threedots,1518:29278,icon-assets/exported-svg/Utility Icons/T/threedots.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / threedots_vertical,Utility Icons,threedots_vertical,1518:29280,icon-assets/exported-svg/Utility Icons/T/threedots_vertical.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / thunder,Utility Icons,thunder,1518:29282,icon-assets/exported-svg/Utility Icons/T/thunder.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / tile_card_list,Utility Icons,tile_card_list,1518:29284,icon-assets/exported-svg/Utility Icons/T/tile_card_list.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / toggle,Utility Icons,toggle,1518:29356,icon-assets/exported-svg/Utility Icons/T/toggle.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / toggle_panel_bottom,Utility Icons,toggle_panel_bottom,1518:29286,icon-assets/exported-svg/Utility Icons/T/toggle_panel_bottom.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / toggle_panel_left,Utility Icons,toggle_panel_left,1518:29288,icon-assets/exported-svg/Utility Icons/T/toggle_panel_left.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / toggle_panel_right,Utility Icons,toggle_panel_right,1518:29290,icon-assets/exported-svg/Utility Icons/T/toggle_panel_right.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / toggle_panel_top,Utility Icons,toggle_panel_top,1518:29292,icon-assets/exported-svg/Utility Icons/T/toggle_panel_top.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / topic,Utility Icons,topic,1518:29294,icon-assets/exported-svg/Utility Icons/T/topic.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / topic2,Utility Icons,topic2,1518:29296,icon-assets/exported-svg/Utility Icons/T/topic2.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / touch_action,Utility Icons,touch_action,1518:29298,icon-assets/exported-svg/Utility Icons/T/touch_action.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / tour,Utility Icons,tour,1518:29362,icon-assets/exported-svg/Utility Icons/T/tour.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / tracker,Utility Icons,tracker,1518:29300,icon-assets/exported-svg/Utility Icons/T/tracker.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / trail,Utility Icons,trail,1518:29302,icon-assets/exported-svg/Utility Icons/T/trail.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / trailhead,Utility Icons,trailhead,1518:29304,icon-assets/exported-svg/Utility Icons/T/trailhead.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / travel_and_places,Utility Icons,travel_and_places,1518:29306,icon-assets/exported-svg/Utility Icons/T/travel_and_places.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / trending,Utility Icons,trending,1518:29354,icon-assets/exported-svg/Utility Icons/T/trending.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / turn_off_notifications,Utility Icons,turn_off_notifications,1518:29308,icon-assets/exported-svg/Utility Icons/T/turn_off_notifications.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / type,Utility Icons,type,1518:29310,icon-assets/exported-svg/Utility Icons/T/type.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / T / type_tool,Utility Icons,type_tool,1518:29312,icon-assets/exported-svg/Utility Icons/T/type_tool.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / undelete,Utility Icons,undelete,1518:29314,icon-assets/exported-svg/Utility Icons/U/undelete.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / undeprecate,Utility Icons,undeprecate,1518:29316,icon-assets/exported-svg/Utility Icons/U/undeprecate.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / underline,Utility Icons,underline,1518:29318,icon-assets/exported-svg/Utility Icons/U/underline.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / undo,Utility Icons,undo,1518:29320,icon-assets/exported-svg/Utility Icons/U/undo.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / unlinked,Utility Icons,unlinked,1518:29322,icon-assets/exported-svg/Utility Icons/U/unlinked.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / unlock,Utility Icons,unlock,1518:29324,icon-assets/exported-svg/Utility Icons/U/unlock.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / unmuted,Utility Icons,unmuted,1518:29326,icon-assets/exported-svg/Utility Icons/U/unmuted.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / up,Utility Icons,up,1518:29328,icon-assets/exported-svg/Utility Icons/U/up.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / upload,Utility Icons,upload,1518:29330,icon-assets/exported-svg/Utility Icons/U/upload.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / user,Utility Icons,user,1518:29332,icon-assets/exported-svg/Utility Icons/U/user.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / U / user_role,Utility Icons,user_role,1518:29334,icon-assets/exported-svg/Utility Icons/U/user_role.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / V / variable,Utility Icons,variable,1518:29336,icon-assets/exported-svg/Utility Icons/V/variable.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / V / video,Utility Icons,video,1518:29338,icon-assets/exported-svg/Utility Icons/V/video.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / V / voicemail_drop,Utility Icons,voicemail_drop,1518:29340,icon-assets/exported-svg/Utility Icons/V/voicemail_drop.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / V / volume_high,Utility Icons,volume_high,1518:29342,icon-assets/exported-svg/Utility Icons/V/volume_high.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / V / volume_low,Utility Icons,volume_low,1518:29344,icon-assets/exported-svg/Utility Icons/V/volume_low.svg,primary,visual-required,Searchable and usable after visual verification.
Utility Icons / V / volume_off,Utility Icons,volume_off,1518:29346,icon-assets/exported-svg/Utility Icons/V/volume_off.svg,primary,visual-required,Searchable and usable after visual verification.
